,mean,mean_se,mean_ci_lower,mean_ci_upper,date,district,state,target
0,33.05435437243225,24.440486147779108,-14.848118241864888,80.9568269867294,2023-12-02,West Jaintia Hills,Meghalaya,diarrhea_cases
1,33.05393328157925,35.32899306916222,-36.18962074404389,102.29748730720239,2023-12-03,West Jaintia Hills,Meghalaya,diarrhea_cases
2,33.05393654382842,43.57195368564086,-52.34552341607493,118.45339650373177,2023-12-04,West Jaintia Hills,Meghalaya,diarrhea_cases
3,33.053936518555325,50.48659050808545,-65.89796257951392,132.00583561662455,2023-12-05,West Jaintia Hills,Meghalaya,diarrhea_cases
4,33.05393651875112,56.56214696151015,-77.80583441407043,143.91370745157266,2023-12-06,West Jaintia Hills,Meghalaya,diarrhea_cases
5,33.05393651874961,62.04560513732208,-88.55321494939501,154.66108798689424,2023-12-07,West Jaintia Hills,Meghalaya,diarrhea_cases
6,37.915827303378315,21.865925264730993,-4.940598704138878,80.77225331089551,2023-12-02,East Jaintia Hills,Meghalaya,diarrhea_cases
7,41.77748040859431,24.593958783578483,-6.425793044482035,89.98075386167065,2023-12-03,East Jaintia Hills,Meghalaya,diarrhea_cases
8,43.66134726590435,25.32484334806348,-5.974433610418835,93.29712814222754,2023-12-04,East Jaintia Hills,Meghalaya,diarrhea_cases
9,44.58037190104767,25.556103999397173,-5.508671522930825,94.66941532502616,2023-12-05,East Jaintia Hills,Meghalaya,diarrhea_cases
10,45.02870840461901,25.640187232524713,-5.225135127993148,95.28255193723118,2023-12-06,East Jaintia Hills,Meghalaya,diarrhea_cases
11,45.247424653072166,25.674453988350464,-5.073580486825492,95.56842979296982,2023-12-07,East Jaintia Hills,Meghalaya,diarrhea_cases
12,12.67768189345666,8.082823522530406,-3.164361104096111,28.51972489100943,2023-12-02,East Khasi Hills,Meghalaya,diarrhea_cases
13,13.150246635006393,8.458012498049188,-3.427153241959669,29.727646511972456,2023-12-03,East Khasi Hills,Meghalaya,diarrhea_cases
14,13.283357349157244,8.50401924875794,-3.384214102243684,29.950928800558174,2023-12-04,East Khasi Hills,Meghalaya,diarrhea_cases
15,13.320851602671892,8.512424781641027,-3.3631943904507526,30.00489759579454,2023-12-05,East Khasi Hills,Meghalaya,diarrhea_cases
16,13.331412879091966,8.514433201860044,-3.3565695453257742,30.019395303509704,2023-12-06,East Khasi Hills,Meghalaya,diarrhea_cases
17,13.334387749883236,8.514970460998908,-3.3546476830970438,30.023423182863517,2023-12-07,East Khasi Hills,Meghalaya,diarrhea_cases
18,12.108141652967992,9.74532686489087,-6.992348019788752,31.20863132572474,2023-12-02,Ri Bhoi,Meghalaya,diarrhea_cases
19,12.049340728688655,11.890942846276426,-11.25647899223734,35.35516044961465,2023-12-03,Ri Bhoi,Meghalaya,diarrhea_cases
20,12.081313133411632,14.563061096208052,-16.461762119812548,40.624388386635815,2023-12-04,Ri Bhoi,Meghalaya,diarrhea_cases
21,12.063928463420499,16.39959101089673,-20.078679279123914,44.20653620596491,2023-12-05,Ri Bhoi,Meghalaya,diarrhea_cases
22,12.073381200970871,18.252147487112385,-23.700170514282654,47.8469329162244,2023-12-06,Ri Bhoi,Meghalaya,diarrhea_cases
23,12.068241371037844,19.8316467505667,-26.801072014193686,50.93755475626937,2023-12-07,Ri Bhoi,Meghalaya,diarrhea_cases
24,10.735233765137366,6.340481785620659,-1.691882179311337,23.162349709586067,2023-12-02,South West Khasi Hills,Meghalaya,diarrhea_cases
25,11.636183854117656,7.2248770206984645,-2.5243148991823805,25.796682607417694,2023-12-03,South West Khasi Hills,Meghalaya,diarrhea_cases
26,12.1039658205257,7.485659914644158,-2.567658012692025,26.775589653743424,2023-12-04,South West Khasi Hills,Meghalaya,diarrhea_cases
27,12.346842724333147,7.575083166240489,-2.5000474613938515,27.193732910060145,2023-12-05,South West Khasi Hills,Meghalaya,diarrhea_cases
28,12.47294675278908,7.609681810844763,-2.441755530276197,27.387649035854356,2023-12-06,South West Khasi Hills,Meghalaya,diarrhea_cases
29,12.53842117931348,7.62451039781263,-2.4053446001504355,27.482186958777394,2023-12-07,South West Khasi Hills,Meghalaya,diarrhea_cases
