,mean,mean_se,mean_ci_lower,mean_ci_upper,date,district,state,target
0,1.882360271862535,1.2945239626884308,-0.6548600721308624,4.419580615855932,2023-12-02,West Jaintia Hills,Meghalaya,enteric_fever_cases
1,2.1003501892259098,1.3420414606696935,-0.5300027394462172,4.730703117898036,2023-12-03,West Jaintia Hills,Meghalaya,enteric_fever_cases
2,2.154205293073439,1.3469982636729017,-0.48586279096343565,4.794273377110313,2023-12-04,West Jaintia Hills,Meghalaya,enteric_fever_cases
3,2.1675103681223615,1.3478210966963127,-0.4741704390056891,4.809191175250412,2023-12-05,West Jaintia Hills,Meghalaya,enteric_fever_cases
4,2.1707974293182444,1.3479999524623136,-0.47123392866959524,4.812828787306084,2023-12-06,West Jaintia Hills,Meghalaya,enteric_fever_cases
5,2.171609508262989,1.3480426495107471,-0.47050553440202636,4.813724550928004,2023-12-07,West Jaintia Hills,Meghalaya,enteric_fever_cases
6,2.1718101349544923,1.3480531070503323,-0.47032540411147705,4.813945674020461,2023-12-08,West Jaintia Hills,Meghalaya,enteric_fever_cases
7,2.171859700418052,1.3480556850857472,-0.4702808915044816,4.814000292340586,2023-12-09,West Jaintia Hills,Meghalaya,enteric_fever_cases
8,2.171871945723796,1.348056321674854,-0.4702698938904595,4.814013785338052,2023-12-10,West Jaintia Hills,Meghalaya,enteric_fever_cases
9,2.1718749709656078,1.3480564789414724,-0.47026717688555575,4.814017118816771,2023-12-11,West Jaintia Hills,Meghalaya,enteric_fever_cases
10,2.1718757183612394,1.348056517809352,-0.4702665056695685,4.814017942392047,2023-12-12,West Jaintia Hills,Meghalaya,enteric_fever_cases
11,2.2939414841074504,1.6467158500165786,-0.933562274696305,5.521445242911206,2023-12-02,East Jaintia Hills,Meghalaya,enteric_fever_cases
12,2.716537841545004,1.671508757443499,-0.5595591228875509,5.992634805977559,2023-12-03,East Jaintia Hills,Meghalaya,enteric_fever_cases
13,2.611859321051199,1.6824262873877256,-0.685635608872178,5.909354250974576,2023-12-04,East Jaintia Hills,Meghalaya,enteric_fever_cases
14,2.6377885380449615,1.6839594453298687,-0.6627113262276274,5.93828840231755,2023-12-05,East Jaintia Hills,Meghalaya,enteric_fever_cases
