,mean,mean_se,mean_ci_lower,mean_ci_upper,date,district,state,target
0,2.425370349954054,2.1380317510859554,-1.7650948799775241,6.6158355798856325,2023-12-02,Imphal West,Manipur,enteric_fever_cases
1,2.264107848891092,2.4692075386781402,-2.575449997272855,7.103665695055039,2023-12-03,Imphal West,Manipur,enteric_fever_cases
2,2.325244207482825,2.9300984387853948,-3.4176432036935895,8.068131618659239,2023-12-04,Imphal West,Manipur,enteric_fever_cases
3,2.3020667526050933,3.268245717036088,-4.103577145412924,8.707710650623111,2023-12-05,Imphal West,Manipur,enteric_fever_cases
4,2.3108535764687232,3.5947511162610324,-4.734729144788057,9.356436297725503,2023-12-06,Imphal West,Manipur,enteric_fever_cases
5,2.3075223964915534,3.8868440213354134,-5.31055189885069,9.925596691833798,2023-12-07,Imphal West,Manipur,enteric_fever_cases
6,2.3087852828555593,4.1609890983972155,-5.846603490066775,10.464174055777894,2023-12-08,Imphal West,Manipur,enteric_fever_cases
7,2.308306508973835,4.417255804619652,-6.349355778581179,10.96596879652885,2023-12-09,Imphal West,Manipur,enteric_fever_cases
8,2.3084880173314786,4.659772703215361,-6.8244986571134785,11.441474691776437,2023-12-10,Imphal West,Manipur,enteric_fever_cases
9,2.30841920554965,4.890160679916733,-7.276119605701051,11.89295801680035,2023-12-11,Imphal West,Manipur,enteric_fever_cases
10,2.308445292840505,5.110214729681155,-7.707391530600647,12.324282116281656,2023-12-12,Imphal West,Manipur,enteric_fever_cases
11,4.415228713019572,4.029056677997508,-3.481577267526136,12.31203469356528,2023-12-02,Bishnupur,Manipur,enteric_fever_cases
12,4.767648095461052,4.087850323149328,-3.244391312102053,12.779687503024157,2023-12-03,Bishnupur,Manipur,enteric_fever_cases
13,4.819071557119536,4.0914401572350085,-3.200003795961977,12.83814691020105,2023-12-04,Bishnupur,Manipur,enteric_fever_cases
14,4.826575038882152,4.091858933694769,-3.1933211009780633,12.846471178742366,2023-12-05,Bishnupur,Manipur,enteric_fever_cases
15,4.827669913415022,4.0919178054186025,-3.192341612903615,12.847681439733659,2023-12-06,Bishnupur,Manipur,enteric_fever_cases
16,4.827829672614905,4.091926348218948,-3.1921985972847375,12.847857942514548,2023-12-07,Bishnupur,Manipur,enteric_fever_cases
17,4.827852983963539,4.09192759380132,-3.192177727232692,12.84788369515977,2023-12-08,Bishnupur,Manipur,enteric_fever_cases
18,4.827856385451375,4.091927775597424,-3.1921746820586714,12.847887452961423,2023-12-09,Bishnupur,Manipur,enteric_fever_cases
19,4.827856881781282,4.09192780219169,-3.1921742378525684,12.847888001415132,2023-12-10,Bishnupur,Manipur,enteric_fever_cases
20,4.827856954203525,4.091927806140048,-3.192174173168966,12.847888081576016,2023-12-11,Bishnupur,Manipur,enteric_fever_cases
21,4.827856964771055,4.0919278067840255,-3.1921741638636085,12.847888093405718,2023-12-12,Bishnupur,Manipur,enteric_fever_cases
22,4.5775168560898365,2.797728493324221,-0.9059302293471454,10.060963941526818,2023-12-02,Imphal East,Manipur,enteric_fever_cases
23,4.9674998682164935,3.6019093468027763,-2.092112727095139,12.027112463528127,2023-12-03,Imphal East,Manipur,enteric_fever_cases
24,4.607516867853952,4.535959396942362,-4.2828001854891005,13.497833921197003,2023-12-04,Imphal East,Manipur,enteric_fever_cases
25,4.939807651094353,5.088544505141249,-5.033556312711686,14.913171614900392,2023-12-05,Imphal East,Manipur,enteric_fever_cases
26,4.633078820801486,5.77099800506474,-6.6778694239779055,15.944027065580876,2023-12-06,Imphal East,Manipur,enteric_fever_cases
27,4.916212088644082,6.226673748925217,-7.2878442027303425,17.12026838001851,2023-12-07,Imphal East,Manipur,enteric_fever_cases
28,4.654859260210297,6.783993469738005,-8.641523611831108,17.951242132251704,2023-12-08,Imphal East,Manipur,enteric_fever_cases
29,4.896107141290499,7.184561700477582,-9.18537503635141,18.977589318932406,2023-12-09,Imphal East,Manipur,enteric_fever_cases
