,mean,mean_se,mean_ci_lower,mean_ci_upper,date,district,state,target
0,12.983730693602924,7.688122922387405,-2.0847133429932185,28.052174730199066,2023-12-02,Imphal West,Manipur,diarrhea_cases
1,14.432092331027594,8.638795856869503,-2.4996364182304696,31.363821080285657,2023-12-03,Imphal West,Manipur,diarrhea_cases
2,15.135155592487825,8.891564952941025,-2.291991481475163,32.56230266645081,2023-12-04,Imphal West,Manipur,diarrhea_cases
3,15.476436345058715,8.971044550005168,-2.1064878766557484,33.05936056677318,2023-12-05,Imphal West,Manipur,diarrhea_cases
4,15.642100743214643,8.999805093214645,-1.997193107366206,33.28139459379549,2023-12-06,Imphal West,Manipur,diarrhea_cases
5,15.722517504516366,9.011480505062226,-1.9396597327904121,33.38469474182315,2023-12-07,Imphal West,Manipur,diarrhea_cases
6,15.76155338410331,9.0166120346124,-1.9106814663074143,33.43378823451403,2023-12-08,Imphal West,Manipur,diarrhea_cases
7,15.780502168790237,9.01897695625673,-1.8963678428696316,33.45737218045011,2023-12-09,Imphal West,Manipur,diarrhea_cases
8,15.789700282036586,9.020095269043535,-1.8893615824088723,33.46876214648204,2023-12-10,Imphal West,Manipur,diarrhea_cases
9,15.794165227345243,9.020631133296298,-1.8859469117362337,33.47427736642672,2023-12-11,Imphal West,Manipur,diarrhea_cases
10,15.796332599726444,9.020889606944198,-1.8842861383958684,33.47695133784876,2023-12-12,Imphal West,Manipur,diarrhea_cases
11,10.649066082365342,7.305267806815168,-3.6689957164122973,24.967127881142982,2023-12-02,Bishnupur,Manipur,diarrhea_cases
12,12.67848340082759,8.457079053961927,-3.8970869593458577,29.25405376100104,2023-12-03,Bishnupur,Manipur,diarrhea_cases
13,13.807137845420396,8.834852313287184,-3.5088544973528677,31.12313018819366,2023-12-04,Bishnupur,Manipur,diarrhea_cases
14,14.434835679527941,8.976919870225712,-3.1596039582164313,32.029275317272315,2023-12-05,Bishnupur,Manipur,diarrhea_cases
15,14.783927975075894,9.036116353685395,-2.926534638260879,32.49439058841267,2023-12-06,Bishnupur,Manipur,diarrhea_cases
16,14.978074623652763,9.063054092383346,-2.7851849873569456,32.741334234662475,2023-12-07,Bishnupur,Manipur,diarrhea_cases
17,15.086048708541878,9.076203857405627,-2.702983968316662,32.87508138540042,2023-12-08,Bishnupur,Manipur,diarrhea_cases
18,15.146098176781994,9.08295339008794,-2.6561633410463585,32.948359694610346,2023-12-09,Bishnupur,Manipur,diarrhea_cases
19,15.17949451109336,9.086533222377358,-2.6297833490929463,32.988772371279666,2023-12-10,Bishnupur,Manipur,diarrhea_cases
